15580,34400,500000,500000,15010,44930,47270,32680,35420,32650,36900,24000,42840,5
25960,23950,500000,500000,12760,43710,47570,26590,33070,37680,35780,22310,42890,5
25960,23950,500000,500000,12760,43710,47570,26590,33070,37680,35780,22310,42890,5
17270,32510,500000,500000,14430,44040,47390,29870,34310,35260,35890,23960,43260,5
17270,32510,500000,500000,14430,44040,47390,29870,34310,35260,35890,23960,43260,5
16420,32950,500000,500000,14430,44040,47390,29870,34310,35260,35890,23960,43260,5
16420,32950,500000,500000,14760,44360,47430,30020,34570,35000,35960,24100,43190,5
11180,38870,500000,500000,15580,44710,47250,31250,35250,34290,36060,24720,43270,5
11180,38870,500000,500000,15580,44710,47250,31250,35250,34290,36060,24720,43270,5
12370,37100,500000,500000,15580,44710,47250,31250,35250,34290,36060,24720,43270,5
12370,37100,500000,500000,15630,44650,47170,31420,35210,34190,36200,24800,43240,5
12770,36530,500000,500000,15490,44530,47020,31350,35340,34180,35990,24720,43060,5
12770,36530,500000,500000,15490,44530,47020,31350,35340,34180,35990,24720,43060,5
14570,35140,500000,500000,15550,44570,47170,31100,35360,34590,35760,24770,43240,5
14570,35140,500000,500000,15550,44570,47170,31100,35360,34590,35760,24770,43240,5
14590,34800,500000,500000,15550,44570,47170,31100,35360,34590,35760,24770,43240,5
14590,34800,500000,500000,15420,44480,47020,31470,35180,34400,36050,24510,42940,5
13880,35420,500000,500000,15600,44650,47160,31490,35340,34300,36110,24810,43090,5
13880,35420,500000,500000,15600,44650,47160,31490,35340,34300,36110,24810,43090,5
14010,35410,500000,500000,15600,44650,47160,31490,35340,34300,36110,24810,43090,5
14010,35410,500000,500000,15680,44660,47230,31490,35440,34280,36000,24830,43140,5
13860,35540,500000,500000,15500,44590,47070,31680,35270,34020,36290,24620,43140,5
13860,35540,500000,500000,15500,44590,47070,31680,35270,34020,36290,24620,43140,5
14340,35130,500000,500000,15330,44650,46980,32000,35340,33610,36690,24480,42960,5
14340,35130,500000,500000,15330,44650,46980,32000,35340,33610,36690,24480,42960,5
15060,34330,500000,500000,15330,44650,46980,32000,35340,33610,36690,24480,42960,5
15060,34330,500000,500000,15370,44690,47110,31500,35140,33930,36060,24370,42980,5
15670,33740,500000,500000,15350,44580,47030,31830,35120,33840,36360,24410,42930,5
15670,33740,500000,500000,15350,44580,47030,31830,35120,33840,36360,24410,42930,5
14510,35050,500000,500000,15350,44580,47030,31830,35120,33840,36360,24410,42930,5
14510,35050,500000,500000,15040,45080,47050,33010,35020,32600,37160,24100,42640,5
14970,34500,500000,500000,15390,44980,46960,33110,35250,32930,37140,24420,42810,5
14970,34500,500000,500000,15390,44980,46960,33110,35250,32930,37140,24420,42810,5
14370,35070,500000,500000,15250,45020,46860,33440,35260,32550,37150,24240,42470,5
14370,35070,500000,500000,15250,45020,46860,33440,35260,32550,37150,24240,42470,5
14500,34800,500000,500000,15250,45020,46860,33440,35260,32550,37150,24240,42470,5
14500,34800,500000,500000,15050,45290,46820,34490,35210,31620,38020,23910,42240,5
14660,34660,500000,500000,15110,45500,46880,34940,35440,31370,38060,23800,42030,5
14660,34660,500000,500000,15110,45500,46880,34940,35440,31370,38060,23800,42030,5
14320,35380,500000,500000,15110,45500,46880,34940,35440,31370,38060,23800,42030,5
14320,35380,500000,500000,15860,45510,46830,34290,35960,32270,37580,24690,42460,5
13460,36130,500000,500000,15880,45300,46570,34280,35890,32280,37600,24740,42550,5
13460,36130,500000,500000,15880,45300,46570,34280,35890,32280,37600,24740,42550,5
13770,35840,500000,500000,15880,45300,46570,34280,35890,32280,37600,24740,42550,5
13770,35840,500000,500000,16050,45310,46720,34140,36040,32300,37580,24900,42890,5
14290,35440,500000,500000,15230,45580,46650,35000,36040,30670,38280,24120,42170,5
14290,35440,500000,500000,15230,45580,46650,35000,36040,30670,38280,24120,42170,5
15530,33920,500000,500000,15010,45510,46950,34980,35900,31300,38110,23880,42100,5
15530,33920,500000,500000,15010,45510,46950,34980,35900,31300,38110,23880,42100,5
16170,33250,500000,500000,15010,45510,46950,34980,35900,31300,38110,23880,42100,5
16170,33250,500000,500000,15220,45430,47100,34320,35660,31720,37820,24150,42240,5
16500,32870,500000,500000,15110,45120,46730,34520,35770,31850,37840,24330,42250,5
16500,32870,500000,500000,15110,45120,46730,34520,35770,31850,37840,24330,42250,5
17440,32270,500000,500000,15110,45120,46730,34520,35770,31850,37840,24330,42250,5
17440,32270,500000,500000,15710,45250,47160,33850,35610,32710,37740,24600,42670,5
18040,31260,500000,500000,15560,45150,47250,33970,35810,32930,37680,24640,42530,5
18040,31260,500000,500000,15560,45150,47250,33970,35810,32930,37680,24640,42530,5
18220,31030,500000,500000,15370,45400,47150,34820,36140,32180,38110,24610,42210,5
18220,31030,500000,500000,15370,45400,47150,34820,36140,32180,38110,24610,42210,5
17780,31540,500000,500000,15370,45400,47150,34820,36140,32180,38110,24610,42210,5
17780,31540,500000,500000,15570,45630,47230,34730,36190,32110,38040,24480,42320,5
18610,30980,500000,500000,15560,45510,47050,34980,36290,31840,38290,24720,42320,5
18610,30980,500000,500000,15560,45510,47050,34980,36290,31840,38290,24720,42320,5
19060,30410,500000,500000,15560,45510,47050,34980,36290,31840,38290,24720,42320,5
19060,30410,500000,500000,15060,45170,47020,34370,35690,31910,38150,24260,42360,5
20180,29380,500000,500000,14140,45530,47530,34590,34590,31690,38690,23400,41760,5
20180,29380,500000,500000,14140,45530,47530,34590,34590,31690,38690,23400,41760,5
21060,28360,500000,500000,13730,45440,47380,34940,34720,31170,38950,23090,41450,5
21060,28360,500000,500000,13730,45440,47380,34940,34720,31170,38950,23090,41450,5
20060,29450,500000,500000,13730,45440,47380,34940,34720,31170,38950,23090,41450,5
20060,29450,500000,500000,14290,45310,47280,34970,35210,31250,38560,23690,41720,5
18190,31350,500000,500000,14120,45700,47110,35650,35910,30180,38690,23530,41510,5
