52250,5750,500000,500000,47300,39490,16310,49560,34010,20330,49870,30140,24720,3
52250,5750,500000,500000,47300,39490,16310,49560,34010,20330,49870,30140,24720,3
53420,6920,500000,500000,47300,39490,16310,49560,34010,20330,49870,30140,24720,3
53420,6920,500000,500000,46950,39660,16930,49500,33820,20970,50030,29250,25970,3
52550,6050,500000,500000,46520,39540,17360,49550,33670,21270,49940,29050,26060,3
52550,6050,500000,500000,46520,39540,17360,49550,33670,21270,49940,29050,26060,3
52460,5960,500000,500000,46520,39540,17360,49550,33670,21270,49940,29050,26060,3
52460,5960,500000,500000,47020,39580,16930,49490,33970,20680,50130,29780,25580,3
53380,6880,500000,500000,46980,39600,17230,49570,33940,20900,50160,29960,25450,3
53380,6880,500000,500000,46980,39600,17230,49570,33940,20900,50160,29960,25450,3
53230,6730,500000,500000,46790,39510,16960,49580,34040,20750,49970,29700,25410,3
53230,6730,500000,500000,46790,39510,16960,49580,34040,20750,49970,29700,25410,3
53840,7340,500000,500000,46790,39510,16960,49580,34040,20750,49970,29700,25410,3
53840,7340,500000,500000,46890,39540,17070,49600,34100,20740,50220,29670,25800,3
54010,7510,500000,500000,46170,39370,17610,49490,33930,21310,50200,29160,26700,3
54010,7510,500000,500000,46170,39370,17610,49490,33930,21310,50200,29160,26700,3
57540,11070,500000,500000,46170,39370,17610,49490,33930,21310,50200,29160,26700,3
57540,11070,500000,500000,47100,39890,15950,49380,34680,19600,50040,30480,24650,3
59280,13070,500000,500000,47110,40200,15010,49440,35620,18600,49970,30990,23970,3
57060,10650,500000,500000,47110,40200,15010,49440,35620,18600,49970,30990,23970,3
57060,10650,500000,500000,46690,40060,16700,49400,34740,19990,49960,29620,25790,3
55670,9170,500000,500000,46690,40060,16700,49400,34740,19990,49960,29620,25790,3
55670,9170,500000,500000,46290,40030,16870,49420,34910,20160,49970,29510,25810,3
55830,9330,500000,500000,46290,40030,16870,49420,34910,20160,49970,29510,25810,3
55830,9330,500000,500000,46620,40220,16660,49350,34920,19940,49980,30020,25370,3
53970,7470,500000,500000,46620,40220,16660,49350,34920,19940,49980,30020,25370,3
53970,7470,500000,500000,45840,39690,17810,49350,34100,21230,50200,29130,26820,3
53600,7100,500000,500000,46280,39780,17560,49590,34370,21090,50010,29350,26370,3
53600,7100,500000,500000,46280,39780,17560,49590,34370,21090,50010,29350,26370,3
53050,6550,500000,500000,46460,40040,17830,49500,34310,21190,50150,29430,26570,3
53050,6550,500000,500000,46460,40040,17830,49500,34310,21190,50150,29430,26570,3
52980,6480,500000,500000,46460,40040,17830,49500,34310,21190,50150,29430,26570,3
