"24402.524","42338.87","21974.258","30946.188","1"
"24337.171","42289.217","22111.529","30759.988","1"
"24348.44","41888.947","22139.014","30726.862","1"
"24770.303","41176.602","22361.344","30354.687","1"
"24707.867","41349.144","22348.754","30393.2","1"
"24798.292","40970.084","22582.795","30160.717","1"
"24874.78","40936.878","22660.015","30053.682","1"
"24939.958","41072.039","22686.255","29904.211","1"
"24157.763","42569.663","21613.505","31506.304","1"
"24427.377","42434.189","21992.147","31056.041","1"
"24220.561","42924.939","21886.125","31067.743","1"
