"28765.225","37090.445","24000.07","28994.836","1"
"28382.188","38015.127","23749.401","28818.134","1"
"28004.986","38130.696","23618.413","28861.769","1"
"26893.807","38613.545","23257.74","29254.586","1"
"27139.627","38470.293","23221.684","29206.578","1"
"27030.958","38515.629","23262.925","29206.147","1"
"27173.713","38183.263","23269.75","29236.082","1"
"27392.619","38113.342","23275.482","29301.68","1"
"27532.688","38209.405","23309.966","29248.837","1"
"27280.485","38507.422","23320.528","29223.602","1"
