"24716.151","41075.913","27670.949","27239.535","0"
"24446.409","41788.653","27365.121","27655.89","0"
"24458.944","41179.792","27431.777","27604.815","0"
"24448.459","41135.671","27407.753","27679.397","0"
"24459.178","41230.438","27431.739","27791.498","0"
"24429.067","41254.586","27332.329","27782.945","0"
"24428.142","41294.915","27327.024","27854.07","0"
"24459.348","41340.038","27359.166","27826.138","0"
"24470.918","41246.521","27461.609","27839.508","0"
"24487.365","41211.458","27474.854","27804.111","0"
"24498.294","41220.424","27455.115","27759.603","0"
