"8989404.836","35307.203","162649.075","20552.328","0"
"26264.98","36817.977","28900.607","24221.746","0"
"25954.07","37130.694","28144.036","24841.966","0"
"26219.953","36373.251","29263.829","24227.862","0"
"26847.577","35445.356","29841.497","23758.575","0"
"26365.149","35689.378","28936.217","24357.353","0"
"25913.932","36321.218","28625.347","24635.146","0"
"25850.4","36776.444","28409.386","24856.114","0"
"25619.639","38414.587","29383.135","24140.135","0"
"27310.541","37486.081","28893.894","24486.575","0"
