"26926.334","38288.837","18009.391","40261.374","1"
"26946.431","38362.824","18083.248","39433.762","1"
"27366.866","37890.831","18253.281","38588.301","1"
"27213.726","38337.705","18353.355","38274.997","1"
"27418.373","38689.906","18270.174","38420.975","1"
"27855.749","38922.061","18112.289","38915.319","1"
"27731.099","38810.81","18220.448","38736.06","1"
"27945.378","38772.979","18272.121","38442.468","1"
"27914.468","38355.162","18310.295","38310.379","1"
"27875.202","38058.001","18382.764","38254.221","1"
"27927.314","38366.808","18296.008","38459.142","1"
